MOVIES,YEAR,GENRE,RATING,Content,RunTime,VOTES
Poketto monsutâ,1997,Animation,7.5,Movie,24,39553
Cursed,2020,Fantasy,5.9,Movie,60,25954
Lone Survivor,2013,Action,7.5,Movie,121,273061
"Extremely Wicked, Shockingly Evil and Vile",2019,Biography,6.7,Movie,110,84387
Henry Danger,2014,Family,5.7,Movie,30,3933
Under the Dome,2013,Sci-Fi,6.6,Movie,43,102725
The Founder,2016,Biography,7.2,Movie,115,134759
Mononoke-hime,1997,Animation,8.4,Movie,134,359473
Space Force,2020,Comedy,6.7,Movie,30,49116
Timeless,2016,Action,7.7,Movie,60,38791
Seutateueob,2020,Romance,8.1,Movie,80,5778
La catedral del mar,2018,Historical,7.5,Movie,55,3574
Beckett,2021,Crime,7.1,Movie,108,789
Triple Frontier,2019,Action,6.4,Movie,125,115059
Fondeados,2021,Comedy,4.2,Movie,97,161
Sweet Home,2020,Horror,7.4,Movie,52,12428
101 Dalmatians,1996,Comedy,5.7,Movie,103,106580
Warrior Nun,2020,Fantasy,6.9,Movie,69,24525
The Irregulars,2021,Crime,5.9,Movie,69,12624
Party of Five,1994,Family,6.8,Movie,60,9709
Lilyhammer,2012,Comedy,8,Movie,45,27587
Frontier,2016,Historical,7.2,Movie,60,18202
El Cartel de los Sapos - El Origen,2021,Crime,5.5,Movie,69,26
Rampage,2018,Sci-Fi,6.1,Movie,107,151688
The Croods,2013,Animation,7.2,Movie,98,200206
Safe,2018,Crime,7.3,Movie,356,34984
The Firm,1993,Thriller,6.8,Movie,154,124972
Fauda,2015,Thriller,8.2,Movie,60,21689
The Clovehitch Killer,2018,Crime,6.6,Movie,109,21572
Serebryanye konki,2020,Family,7.1,Movie,130,3082
The Last Dance,2020,Documentary,9.1,Movie,491,93041
Death Wish,2018,Crime,6.3,Movie,107,68094
We Can Be Heroes,2020,Comedy,4.7,Movie,100,12202
The Blues Brothers,1980,Action,7.9,Movie,133,188459
The Highwaymen,2019,Biography,6.9,Movie,132,81703
Unknown,2011,Thriller,6.8,Movie,113,253999
Father of the Bride Part 3 (ish),2020,Family,7,Movie,26,669
Somos.,2021,Crime,7.2,Movie,55,726
Hunt for the Wilderpeople,2016,Adventure,7.9,Movie,101,118166
Eliza Graves,2014,Horror,6.8,Movie,112,53438
Shin seiki evangerion,1995,Animation,8.5,Movie,24,55618
Monty Python and the Holy Grail,1975,Fantasy,8.2,Movie,91,513289
Unorthodox,2020,Drama,8,Movie,53,65121
What Happened to Monday,2017,Fantasy,6.9,Movie,123,112557
The Society,2019,Sci-Fi,7.1,Movie,58,23081
12 Monkeys,2015,Mystery,7.7,Movie,42,42021
Dirk Gently's Holistic Detective Agency,2016,Action,8.2,Movie,60,45519
The Best of Enemies,2019,Biography,7.2,Movie,133,13196
Sword Art Online,2012,Animation,7.6,Movie,24,39325
His House,2020,Horror,6.5,Movie,93,32061
Troy: Fall of a City,2018,Action,3.8,Movie,60,12889
Impractical Jokers,2011,Reality-TV,8.5,Movie,30,35544
Unbreakable Kimmy Schmidt,2015,Comedy,7.6,Movie,30,65718
The Harder They Fall,2021,Western,7.1,Movie,69,789
Atomic Blonde,2017,Thriller,6.7,Movie,115,182505
Rango,2011,Animation,7.2,Movie,107,245778
The Defenders,2017,Action,7.3,Movie,50,94589
The Lucky One,2012,Romance,6.5,Movie,101,103765
Hush,2016,Horror,6.6,Movie,82,112354
The Order,2019,Horror,6.8,Movie,60,23592
Santa Clarita Diet,2017,Horror,7.8,Movie,30,60032
Hillbilly Elegy,2020,Drama,6.7,Movie,116,37137
Insatiable,2018,Thriller,6.5,Movie,45,24221
Spy Kids,2001,Action,5.5,Movie,88,111413
The Boondocks,2005,Animation,8.4,Movie,22,27816
White House Down,2013,Thriller,6.3,Movie,131,211395
Hemlock Grove,2013,Horror,7.1,Movie,46,37861
Mighty Morphin Power Rangers,1993,Family,6.5,Movie,30,20874
Love Island,2019,Reality-TV,5,Movie,69,615
Gilmore Girls: A Year in the Life,2016,Comedy,7.6,Movie,370,32877
A Perfect Fit,2021,Romance,5.2,Movie,112,294
The Human Centipede (First Sequence),2009,Horror,4.4,Movie,92,75214
Explained,2018,Documentary,8,Movie,18,7568
Zenra kantoku,2019,Biography,7.7,Movie,48,5160
Cars 3,2017,Animation,6.7,Movie,102,83135
Southpaw,2015,Crime,7.4,Movie,124,223775
Disenchantment,2018,Animation,7.2,Movie,30,51002
The Kissing Booth 3,2021,Romance,7.1,Movie,112,789
The A-Team,2010,Action,6.7,Movie,117,250321
In the Shadow of the Moon,2019,Crime,6.2,Movie,115,44980
Steven Universe,2013,Animation,8.2,Movie,11,28064
Outside the Wire,2021,Action,5.4,Movie,114,37342
Below Her Mouth,2016,Romance,5.5,Movie,94,11129
Girl From Nowhere,2018,Crime,7.7,Movie,45,2703
This Means War,2012,Romance,6.3,Movie,103,179783
Shaft,2019,Comedy,6.4,Movie,111,48354
Lawrence of Arabia,1962,Biography,8.3,Movie,228,276605
Mars Attacks!,1996,Sci-Fi,6.3,Movie,106,215049
Versailles,2015,Biography,7.9,Movie,52,14803
Sweet Girl,2021,Thriller,7.1,Movie,96,789
The Guernsey Literary and Potato Peel Pie Society,2018,War,7.4,Movie,124,39672
Steins;Gate,2011,Animation,8.8,Movie,24,49834
Beauty and the Beast,1991,Animation,8,Movie,84,425384
The SpongeBob Movie: Sponge on the Run,2020,Animation,6,Movie,91,14375
Finding Dory,2016,Animation,7.3,Movie,97,250953
The Shannara Chronicles,2016,Sci-Fi,7.2,Movie,42,56121
The Wrong Missy,2020,Romance,5.7,Movie,90,35070
Kol,2020,Horror,7.1,Movie,112,23350
Public Enemies,2009,Biography,7,Movie,140,288097
A Second Chance: Rivals!,2019,Sports,5,Movie,89,218
I Am Not Okay with This,2020,Comedy,7.5,Movie,30,47433
127 Hours,2010,Biography,7.5,Movie,94,357144
Army of the Dead: Lost Vegas,2022,Animation,7.1,Movie,69,789
Jurassic Park III,2001,Sci-Fi,5.9,Movie,92,302292
Lovesick,2014,Comedy,8.1,Movie,24,17516
Revenge,2017,Horror,6.4,Movie,108,39034
Total Recall,2012,Sci-Fi,6.2,Movie,118,244708
Happy Valley,2014,Crime,8.4,Movie,58,35283
Barbarians,2020,Action,7.2,Movie,280,20051
That Time I Got Reincarnated as a Slime,2018,Animation,8.1,Movie,25,6084
Vis a vis,2015,Thriller,8.2,Movie,53,18606
Footloose,1984,Musical,6.6,Movie,107,73935
Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
Hell on Wheels,2011,Western,8.3,Movie,42,48854
Too Hot to Handle Brazil,2021,Reality-TV,5.4,Movie,69,124
Fairy Tail: Fearî teiru,2009,Animation,8,Movie,24,21958
Brooklyn,2015,Romance,7.5,Movie,117,135157
Pinocchio,2021,Animation,7.1,Movie,69,789
On Becoming a God in Central Florida,2019,Comedy,7.2,Movie,46,4580
Child's Play,2019,Horror,5.7,Movie,90,46932
The Danish Girl,2015,Romance,7.1,Movie,119,171124
The Bad Batch,2016,Horror,5.3,Movie,118,28243
Into the Night,2020,Sci-Fi,7.1,Movie,69,23336
Shûmatsu no Valkyrie,2021,Animation,6.2,Movie,24,3126
Penguin Bloom,2020,Drama,6.8,Movie,95,7309
Je8ileui Bam,2021,Horror,5.4,Movie,115,1797
Now You See Me 2,2016,Action,6.5,Movie,129,261079
Undercover,2019,Thriller,7.8,Movie,50,12708
Holidate,2020,Romance,6.1,Movie,104,51143
The Gift,2019,Fantasy,7.2,Movie,40,19841
Keeping Up with the Kardashians,2006,Family,2.8,Movie,44,27754
The Tourist,2010,Thriller,6,Movie,103,230565
The Emperor's New Groove,2000,Animation,7.4,Movie,78,187523
Stateless,2020,Drama,7.6,Movie,316,7693
Rake,2010,Comedy,8.5,Movie,60,6924
Deepwater Horizon,2016,Historical,7.1,Movie,107,158184
Mob Psycho 100,2016,Animation,8.6,Movie,24,19553
Blue Miracle,2021,Biography,6.7,Movie,95,4816
3Below: Tales of Arcadia,2018,Animation,7.7,Movie,24,5095
Finding 'Ohana,2021,Action,6.1,Movie,123,8280
1922,2017,Horror,6.3,Movie,102,56699
Hubie Halloween,2020,Mystery,5.2,Movie,103,42044
Hold the Dark,2018,Thriller,5.6,Movie,125,34753
Boku dake ga inai machi,2016,Animation,8.5,Movie,264,35113
The Amazing World of Gumball,2011,Animation,8.2,Movie,11,24448
The Dictator,2012,Comedy,6.4,Movie,83,287003
Miss Fisher's Murder Mysteries,2012,Crime,8.3,Movie,60,14457
Saikojiman Gwaenchanha,2020,Romance,8.8,Movie,70,14079
Julie and the Phantoms,2020,Family,8.5,Movie,69,7576
Green Room,2015,Horror,7,Movie,95,112522
The Witcher: Nightmare of the Wolf,2021,Animation,7.1,Movie,81,789
Utopia,2013,Sci-Fi,8.4,Movie,50,43067
The Post,2017,Drama,7.2,Movie,116,141624
Dracula,2020,Horror,6.8,Movie,270,43668
Spartacus,1960,Biography,7.9,Movie,197,128685
Tonari no Totoro,1988,Animation,8.2,Movie,86,305790
The Quick and the Dead,1995,Thriller,6.4,Movie,107,88608
I Am All Girls,2021,Crime,5.9,Movie,107,4331
Project Power,2020,Sci-Fi,6,Movie,113,77538
F Is for Family,2015,Animation,8,Movie,30,31263
Salvation,2017,Sci-Fi,7,Movie,43,19954
Knocked Up,2007,Romance,6.9,Movie,129,356979
The A List,2018,Crime,5.5,Movie,25,2333
The Sandman,2021,Action,7.1,Movie,69,789
The White Tiger,2021,Crime,7.1,Movie,125,51960
Fatal Attraction,1987,Thriller,6.9,Movie,119,79936
Malcolm & Marie,2021,Romance,6.7,Movie,106,30082
Falling Inn Love,2019,Romance,5.6,Movie,98,17284
Bad Blood,2017,Crime,7.5,Movie,47,8238
Dark Desire,2020,Thriller,6.4,Movie,30,4317
Daybreak,2019,Action,6.7,Movie,60,17040
Dreamgirls,2006,Musical,6.5,Movie,130,70985
Smokin' Aces,2006,Comedy,6.7,Movie,109,140790
Wu Assassins,2019,Crime,6.5,Movie,44,10655
Serenity,2019,Thriller,5.4,Movie,106,38364
Time Trap,2017,Action,6.3,Movie,87,32322
Sorjonen,2016,Crime,7.6,Movie,60,8460
The Professor and the Madman,2019,Biography,7.3,Movie,124,39678
The Gray Man,2022,Thriller,7.1,Movie,69,789
Dynasty Warriors,2021,Action,4.8,Movie,119,1437
Hotel Transylvania 3: Summer Vacation,2018,Animation,6.3,Movie,97,62255
Xtremo,2021,Crime,5.8,Movie,111,3221
Formula 1: Drive to Survive,2019,Documentary,8.6,Movie,40,26266
Triple 9,2016,Thriller,6.3,Movie,115,69234
Blue Mountain State,2010,Sports,8.3,Movie,22,49898
Dokutaa Sutoon,2019,Animation,8.2,Movie,23,13258
Knightfall,2017,Action,6.8,Movie,60,17970
Okja,2017,Action,7.3,Movie,120,111004
On My Block,2018,Comedy,8,Movie,30,12097
Ófærð,2015,Crime,8.1,Movie,60,17309
Easy Rider,1969,Adventure,7.3,Movie,95,104511
Roman Empire,2016,Documentary,7,Movie,48,6536
Hollywood,2020,Drama,7.5,Movie,347,32278
A Walk to Remember,2002,Romance,7.3,Movie,101,203383
The Chair,2021,Comedy,7.1,Movie,30,789
Moxie,2021,Comedy,6.7,Movie,111,20638
Torchwood,2006,Mystery,7.7,Movie,50,39266
To All the Boys I've Loved Before,2018,Romance,7.1,Movie,99,94786
The Silence,2019,Horror,5.3,Movie,90,40712
Jurassic World: Camp Cretaceous,2020,Animation,7.5,Movie,24,5414
Lilo & Stitch,2002,Animation,7.3,Movie,85,175052
Gypsy,2017,Thriller,6.8,Movie,51,14978
Zone Blanche,2017,Horror,7.5,Movie,52,8771
Apostle,2018,Horror,6.3,Movie,130,46866
Breakfast at Tiffany's,1961,Romance,7.6,Movie,115,171297
Operation Finale,2018,Biography,6.6,Movie,122,36593
Le Guide de la famille parfaite,2021,Comedy,6.4,Movie,102,611
Locke,2013,Drama,7.1,Movie,85,140930
A Cinderella Story,2004,Romance,5.9,Movie,95,82876
Glitch,2015,Horror,7.3,Movie,45,15882
To Kill a Mockingbird,1962,Crime,8.3,Movie,129,301591
Escape Plan,2013,Thriller,6.7,Movie,115,233030
Alias Grace,2017,Biography,7.7,Movie,267,28424
Algoissjiman,2021,Romance,7.7,Movie,70,472
Hachi: A Dog's Tale,2009,Biography,8.1,Movie,93,263445
Bad Trip,2021,Comedy,6.6,Movie,86,19931
Sacred Games,2018,Crime,8.6,Movie,50,80715
Happy!,2017,Comedy,8.2,Movie,60,35020
Gi-eok-ui bam,2017,Horror,7.5,Movie,108,24377
Generazione 56K,2021,Romance,7.4,Movie,30,1200
Geçen Yaz,2021,Romance,6.4,Movie,101,1663
Staged,2020,Comedy,8.6,Movie,22,5037
Life of Brian,1979,Comedy,8.1,Movie,94,378134
Control Z,2020,Thriller,6.9,Movie,37,5710
Icarus,2017,Documentary,7.9,Movie,120,43265
Blonde,2022,Romance,7.1,Movie,69,789
Trinkets,2019,Comedy,7.1,Movie,30,8312
Criminal: UK,2019,Thriller,7.6,Movie,43,15941
Colombiana,2011,Thriller,6.4,Movie,108,97146
Resident Evil: The Final Chapter,2016,Horror,5.5,Movie,107,87437
The Whole Truth,2016,Crime,6.2,Movie,93,26541
Death Note,2017,Crime,4.4,Movie,101,79452
Shigatsu wa kimi no uso,2014,Animation,8.6,Movie,23,21095
Collateral,2018,Crime,6.8,Movie,230,15562
Hannah Montana,2006,Musical,5.2,Movie,23,38015
One Day at a Time,2017,Comedy,8.2,Movie,30,14209
Easy,2016,Comedy,6.9,Movie,30,12779
Wizards,2020,Animation,8.2,Movie,233,2795
The Poison Rose,2019,Thriller,4.7,Movie,98,7413
I Am Mother,2019,Sci-Fi,6.7,Movie,113,81421
Man Like Mobeen,2017,Comedy,8,Movie,21,1996
Shtisel,2013,Drama,8.6,Movie,45,5881
My Octopus Teacher,2020,Documentary,8.1,Movie,85,42025
Dirty Grandpa,2016,Comedy,5.9,Movie,102,117026
The Dragon Prince,2018,Animation,8.4,Movie,26,18512
Late Night,2019,Comedy,6.5,Movie,102,33065
The Dark Crystal: Age of Resistance,2019,Family,8.4,Movie,60,22469
The Ridiculous 6,2015,Action,4.8,Movie,119,46072
The Spy,2019,Historical,7.9,Movie,53,35965
Tribes of Europa,2021,Action,6.8,Movie,69,10043
Deadly Class,2018,Action,7.6,Movie,60,15025
#Saraitda,2020,Horror,6.3,Movie,98,30530
The Duff,2015,Romance,6.5,Movie,101,86929
Durante la tormenta,2018,Fantasy,7.4,Movie,128,47502
You're Next,2011,Horror,6.6,Movie,95,92232
Borgen,2010,Drama,8.5,Movie,58,21123
The Lincoln Lawyer,2011,Crime,7.3,Movie,118,222054
Pixels,2015,Fantasy,5.5,Movie,105,135509
Lost Girls,2020,Thriller,6.1,Movie,95,18958
The Ten Commandments,1956,Adventure,7.9,Movie,220,66532
Live by Night,2016,Crime,6.4,Movie,129,54010
Sabotage,2014,Crime,5.7,Movie,109,61545
Despicable Me 2,2013,Animation,7.3,Movie,98,377936
Extinction,2018,Sci-Fi,5.8,Movie,95,49162
Spartacus: Gods of the Arena,2011,Action,8.5,Movie,331,130057
Oz the Great and Powerful,2013,Fantasy,6.3,Movie,130,201707
Secret City,2016,Thriller,7.4,Movie,49,7001
All the Bright Places,2020,Romance,6.5,Movie,107,24223
Violet Evergarden,2018,Animation,8.5,Movie,24,14942
CHIPS,2017,Comedy,6,Movie,100,44487
Tuca & Bertie,2019,Animation,7.4,Movie,26,5730
Mako Mermaids,2013,Adventure,6.8,Movie,30,3445
The School for Good and Evil,2022,Fantasy,7.1,Movie,69,789
Security,2021,Thriller,4.9,Movie,118,1272
Wanted,2016,Crime,7.7,Movie,60,5050
Malevolent,2018,Horror,4.8,Movie,89,11672
Acts of Violence,2018,Crime,5.3,Movie,86,11683
The Kissing Booth 2,2020,Romance,5.8,Movie,134,24006
Da 5 Bloods,2020,War,6.5,Movie,154,46703
Taken 3,2014,Thriller,6,Movie,108,183595
Roma,2018,Drama,7.7,Movie,135,146484
Out of the Furnace,2013,Crime,6.8,Movie,116,110076
October Faction,2020,Fantasy,6.2,Movie,39,9432
Noah,2014,Action,5.7,Movie,138,247033
Takers,2010,Thriller,6.2,Movie,107,59882
White Lines,2020,Crime,6.6,Movie,60,15362
Lord of War,2005,Crime,7.6,Movie,122,300344
Blue Jasmine,2013,Comedy,7.3,Movie,98,195580
Trouble,2019,Animation,5.9,Movie,87,2729
The Expendables 2,2012,Action,6.6,Movie,103,296948
SAS: Red Notice,2021,Thriller,4.9,Movie,124,6563
MILF,2018,Comedy,4.7,Movie,101,5187
Seungriho,2021,Action,6.6,Movie,136,20522
El Chapo,2017,Biography,7.8,Movie,43,16037
Cuckoo,2012,Comedy,7.2,Movie,30,8399
Conan the Barbarian,2011,Action,5.2,Movie,113,96638
The Loud House,2021,Animation,7.1,Movie,83,789
What/If,2019,Thriller,6.3,Movie,55,13714
Peppa Pig,2004,Animation,6.2,Movie,9,4125
Battle of Britain,1969,Historical,7,Movie,132,21366
The Cloverfield Paradox,2018,Horror,5.5,Movie,102,98742
Close Enough,2020,Animation,7.8,Movie,23,6457
The Rain,2018,Sci-Fi,6.3,Movie,45,32861
River,2015,Crime,8,Movie,60,21497
2067,2020,Sci-Fi,4.9,Movie,114,6977
Begin Again,2013,Comedy,7.4,Movie,104,147794
Newness,2017,Romance,6.3,Movie,117,15240
The Invitation,2015,Thriller,6.6,Movie,100,100313
Eli,2019,Horror,5.7,Movie,98,31499
Flashdance,1983,Musical,6.2,Movie,95,49826
Hummingbird,2013,Crime,6.2,Movie,100,68546
Navarasa,2021,Drama,7.1,Movie,69,789
Still Game,2002,Comedy,8.8,Movie,30,6624
Valeria,2020,Romance,6.2,Movie,47,3229
The Musketeers,2014,Adventure,7.8,Movie,55,21223
Paddington 2,2017,Animation,7.8,Movie,103,66462
Gake no ue no Ponyo,2008,Animation,7.7,Movie,101,131204
Mechanic: Resurrection,2016,Action,5.7,Movie,98,79668
Hit and Run,2021,Crime,7.1,Movie,69,789
Grand Army,2020,Drama,7.6,Movie,69,4640
Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunô sen ~,2019,Animation,8.4,Movie,24,6665
The English Game,2020,Historical,7.6,Movie,281,12846
Ma Rainey's Black Bottom,2020,Musical,7,Movie,94,44829
The Prom,2020,Musical,5.9,Movie,130,24451
In the Tall Grass,2019,Horror,5.4,Movie,101,50124
The Adam Project,2022,Sci-Fi,7.1,Movie,69,789
Bronx,2020,Crime,6.1,Movie,116,7517
Scary Movie 5,2013,Comedy,3.5,Movie,88,67762
Sseulsseulhago Chalranhashin: Dokkaebi,2016,Comedy,8.6,Movie,60,14034
The War of the Worlds,2019,Sci-Fi,5.1,Movie,48,8131
The Thundermans,2013,Comedy,5.8,Movie,23,4055
Black Space,2020,Thriller,6.8,Movie,45,1074
Salem,2014,Horror,7.2,Movie,60,22579
Kill Me Three Times,2014,Comedy,5.9,Movie,90,22359
Killers,2010,Romance,5.5,Movie,100,89080
Teen Titans Go!,2013,Animation,5.4,Movie,10,18481
Cosmos: A Spacetime Odyssey,2014,Documentary,9.3,Movie,557,114386
White Noise,2022,Mystery,7.1,Movie,69,789
Trese,2021,Animation,7.1,Movie,33,2521
The I-Land,2019,Mystery,4.6,Movie,281,15743
Ferry,2021,Crime,7,Movie,106,8077
Seulgiroun Euisasaenghal,2020,Comedy,8.7,Movie,84,2903
Norsemen,2016,Comedy,7.8,Movie,30,15751
The Valhalla Murders,2019,Crime,7.1,Movie,50,10077
Teenage Bounty Hunters,2020,Comedy,7.7,Movie,69,9250
Terrifier,2016,Horror,5.7,Movie,82,15459
El desorden que dejas,2020,Crime,6.8,Movie,56,7362
The Suite Life of Zack & Cody,2005,Family,6.5,Movie,30,33934
Klaus,2019,Animation,8.2,Movie,96,116438
Majo no takkyûbin,1989,Animation,7.9,Movie,103,130851
Havoc,2022,Thriller,7.1,Movie,69,789
Hot Girls Wanted,2015,Documentary,6.1,Movie,84,16677
Operation Brothers,2019,Historical,6.6,Movie,129,25897
My Little Pony: Friendship Is Magic,2010,Animation,7.6,Movie,22,19523
Itaewon Keullasseu,2020,Romance,8.2,Movie,70,8028
Fresh Meat,2011,Comedy,7.8,Movie,50,16355
The Mist,2017,Horror,5.4,Movie,42,23195
The Fundamentals of Caring,2016,Comedy,7.3,Movie,97,65440
Sharknado,2013,Action,3.3,Movie,86,47705
De slag om de Schelde,2020,War,7.5,Movie,124,1937
Elize Matsunaga: Era Uma Vez Um Crime,2021,Documentary,5.8,Movie,197,1241
The Lorax,2012,Animation,6.4,Movie,86,103009
Crashing,2016,Comedy,7.7,Movie,30,16276
The War Next-Door,2021,Comedy,5.8,Movie,69,228
DARLING in the FRANXX,2018,Animation,7.4,Movie,24,6631
Akame ga Kill!,2014,Animation,7.8,Movie,24,19158
Naomi Osaka,2021,Documentary,6.2,Movie,113,760
Circle,2015,Horror,6,Movie,87,48882
Alice Through the Looking Glass,2016,Fantasy,6.2,Movie,113,98302
Continuum,2012,Sci-Fi,7.6,Movie,45,58762
Macbeth,2015,War,6.6,Movie,113,54067
Blood of Zeus,2020,Animation,7.5,Movie,30,14272
Fawlty Towers,1975,Comedy,8.7,Movie,30,87386
Flowers,2016,Comedy,8.2,Movie,30,4751
Over the Moon,2020,Animation,6.4,Movie,95,18533
Dota: Dragon's Blood,2021,Animation,8,Movie,25,11971
The Infiltrator,2016,Biography,7,Movie,127,70858
Giri/Haji,2019,Crime,7.9,Movie,461,11847
The Do-Over,2016,Action,5.7,Movie,108,42672
Tales of the City,2019,Drama,7.4,Movie,60,6914
Doom,2005,Horror,5.2,Movie,105,110028
Snabba Cash,2021,Crime,7.6,Movie,52,6551
3%,2016,Sci-Fi,7.4,Movie,49,22943
How It Ends,2018,Action,5,Movie,113,46842
Deadly Illusions,2021,Thriller,3.7,Movie,114,10519
Man Down,2013,Comedy,7.6,Movie,30,3520
Kaze no tani no Naushika,1984,Animation,8.1,Movie,117,157520
The Last Stand,2013,Thriller,6.3,Movie,107,135448
De rouille et d'os,2012,Romance,7.5,Movie,120,65455
Young Guns II,1990,Western,6.5,Movie,104,33616
My Little Pony: A New Generation,2021,Animation,7.1,Movie,90,789
The Unicorn,2019,Family,7.2,Movie,22,3689
Pan,2015,Family,5.7,Movie,111,61772
Voces,2020,Horror,6.1,Movie,97,11470
Vikings: Valhalla,2018,Action,7.1,Movie,69,789
The Protector,2018,Sci-Fi,6.7,Movie,40,32936
The Outsider,2018,Crime,6.3,Movie,120,22393
The One,2021,Crime,6.6,Movie,69,10810
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,Animation,8.1,Movie,87,43888
Paranoid,2016,Crime,6.7,Movie,45,7413
The Iceman,2012,Biography,6.8,Movie,106,72326
Las chicas del cable,2017,Drama,7.6,Movie,50,12876
Hannibal Rising,2007,Action,6.2,Movie,121,106197
Living with Yourself,2019,Sci-Fi,7.2,Movie,26,27102
The Laundromat,2019,Comedy,6.3,Movie,96,46757
The Package,2018,Thriller,5.5,Movie,94,15474
Cocomelon,2019,Animation,4.5,Movie,69,273
Kodachrome,2017,Drama,6.8,Movie,105,14021
Reckoning,2019,Thriller,6.6,Movie,460,4209
Mute,2018,Thriller,5.5,Movie,126,32496
Messiah,2020,Thriller,7.6,Movie,43,39729
Mowgli,2018,Fantasy,6.5,Movie,104,58420
Bungou Stray Dogs,2016,Animation,7.8,Movie,24,3754
The Day the Earth Stood Still,2008,Sci-Fi,5.5,Movie,104,165900
Miseuteo Shunshain,2018,Historical,8.8,Movie,80,5228
Anon,2018,Thriller,6.1,Movie,100,40017
Always Be My Maybe,2019,Romance,6.8,Movie,101,49867
Ridley Jones,2021,Animation,4.8,Movie,27,108
Suburra - La serie,2017,Crime,7.9,Movie,50,12933
Fire Force,2019,Animation,7.7,Movie,23,4529
The Adventures of Sharkboy and Lavagirl 3-D,2005,Action,3.7,Movie,93,34853
One of Us,2016,Thriller,7,Movie,231,7338
Taken 2,2012,Thriller,6.3,Movie,92,295140
Bonding,2018,Comedy,7.2,Movie,107,14488
The Last Thing He Wanted,2020,Thriller,4.3,Movie,115,13680
The Ugly Truth,2009,Romance,6.4,Movie,96,209052
Aftermath,2021,Horror,6.5,Movie,114,20
The Professor,2018,Comedy,6.7,Movie,90,27464
Seven Seconds,2018,Crime,7.7,Movie,60,14101
Kota Factory,2019,Comedy,9.2,Movie,45,52724
Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai,2018,Animation,8.2,Movie,24,6463
The Daily Life of the Immortal King,2020,Animation,7.4,Movie,18,559
Dumplin',2018,Comedy,6.6,Movie,110,30553
Sweet Virginia,2017,Thriller,6.2,Movie,93,9324
Making a Murderer,2015,Documentary,8.6,Movie,60,89223
To the Bone,2017,Drama,6.8,Movie,107,43863
The Perfection,2018,Horror,6.2,Movie,90,38531
